IndustryCode,InternalRating,LoanAmount,OutstandingBalance,OriginationDate,MaturityDate,CreditFacilityType,AML_Flag,FraudRiskScore,KYC_ComplianceScore,SanctionsCheckFlag,ExposureLimitBreached,FlaggedReason,RemediationAction
2,7,5097064,3959407,2020-04-05,2033-01-24,0,0,0,89,0,0,0,1
3,4,2013130,1259237,2022-02-26,2030-12-12,0,0,6,73,0,0,2,1
1,5,5257273,1496646,2020-10-24,2030-09-12,0,0,6,96,0,0,5,4
4,3,4717771,1284784,2020-11-01,2029-05-27,0,0,2,83,1,0,5,4
1,5,5564924,1561178,2021-08-03,2029-05-10,0,0,6,84,0,0,5,4
1,4,9507796,6158172,2022-02-11,2026-06-08,1,0,1,97,0,1,5,4
0,2,6563165,1097697,2022-12-08,2025-08-06,1,0,7,71,0,0,5,4
4,2,9636995,3227780,2022-10-18,2030-10-30,3,0,9,55,0,0,5,4
0,1,8092361,5798505,2022-05-13,2025-04-18,3,0,1,62,0,0,5,4
1,3,3331428,2675673,2023-07-14,2028-04-13,3,0,6,99,0,0,5,4
4,6,5017467,2419628,2024-09-19,2029-08-05,1,0,10,88,0,0,5,4
1,4,6955509,2281933,2025-03-20,2032-11-12,2,0,10,89,0,0,5,4
0,5,6689861,6669528,2024-02-11,2030-08-18,0,0,0,97,0,0,2,1
0,5,4452065,284808,2023-08-24,2030-09-14,3,0,2,55,0,0,5,4
0,2,3298211,2197004,2024-09-12,2027-02-15,3,0,9,79,0,0,3,3
5,7,1060701,85118,2021-09-25,2027-11-30,3,0,4,77,0,0,5,4
3,2,4097217,1214732,2020-04-15,2032-09-30,2,0,1,56,0,0,1,2
2,0,8190263,1298208,2020-03-27,2029-06-22,0,0,6,68,0,0,5,4
0,6,6969506,6681556,2025-03-21,2025-06-23,2,0,6,52,0,0,5,4
4,3,6912279,937835,2023-07-09,2034-05-28,1,0,5,62,0,0,0,1
1,1,9097070,3074311,2022-10-07,2032-07-14,3,0,3,79,0,0,3,2
0,7,9112156,1874454,2022-09-05,2027-02-13,1,1,4,93,0,0,5,4
4,2,7403481,2813283,2020-09-27,2025-08-03,2,0,0,72,0,0,1,3
5,6,620645,492010,2023-12-12,2030-04-27,0,0,2,66,0,0,5,4
1,0,2681741,591386,2023-01-02,2032-02-02,2,0,10,95,1,0,5,4
5,6,3555588,1091759,2023-02-19,2033-11-06,3,0,5,90,0,0,5,4
2,2,2585709,375757,2024-12-08,2030-10-30,0,0,2,73,0,0,1,0
4,5,9957406,423791,2021-08-21,2034-04-10,3,0,10,100,0,0,5,4
3,2,8161728,2842407,2021-10-14,2031-04-26,0,0,6,68,0,0,5,4
4,6,8002759,3964726,2023-07-06,2026-08-25,2,1,9,68,0,0,5,4
2,7,8217537,2340215,2023-11-18,2030-02-07,0,0,3,94,0,0,0,2
3,6,1155038,609467,2022-09-11,2029-02-23,0,0,5,72,0,0,5,4
0,3,442916,340648,2024-11-12,2031-02-02,3,0,2,78,0,0,5,4
1,7,9686367,6489999,2024-09-14,2028-05-29,0,0,1,56,0,0,5,4
0,6,4011818,3083682,2024-11-15,2031-04-18,3,0,2,95,0,0,5,4
5,0,9203000,105549,2022-11-04,2026-09-14,0,0,4,51,0,0,5,4
4,7,4828986,3600464,2024-03-08,2028-11-07,1,0,3,80,0,0,5,4
0,7,3141855,1161148,2024-05-25,2032-03-15,3,0,7,58,0,0,5,4
1,2,3388421,3044873,2023-12-02,2026-02-08,3,0,9,66,0,0,5,4
1,7,250607,24334,2020-04-13,2028-10-17,2,0,4,96,0,0,5,4
0,0,5150165,3913201,2021-01-17,2032-08-29,0,0,10,84,0,1,5,4
3,0,5778480,83001,2024-08-16,2026-08-26,3,0,1,92,0,0,5,4
0,3,914224,440552,2021-11-13,2028-06-30,0,0,6,54,0,0,5,4
4,0,1126290,648151,2021-06-07,2027-08-06,1,0,3,82,0,0,5,4
5,3,6131424,2422081,2023-07-06,2025-05-31,2,0,3,91,0,0,5,4
1,6,6576686,797870,2023-09-23,2029-04-24,0,0,4,92,0,0,0,0
4,3,386773,362940,2024-02-29,2030-12-28,1,0,5,80,0,0,5,4
4,1,4242423,1815168,2022-03-05,2025-09-28,0,0,6,53,0,0,3,2
4,6,3981921,2631445,2023-11-10,2032-10-20,0,0,9,69,0,0,5,4
0,3,1784358,856538,2022-03-15,2032-09-09,2,0,4,52,0,0,4,2
4,5,1052098,229477,2023-07-26,2026-07-04,2,0,4,87,0,0,3,3
3,7,9192169,816817,2023-12-20,2033-02-10,3,0,10,79,1,0,5,4
1,0,1862195,1353316,2023-01-26,2026-10-24,0,0,5,80,0,0,5,4
4,0,2353713,2279072,2023-01-15,2030-01-23,0,0,9,97,0,0,4,1
1,5,2694046,1159252,2020-07-02,2034-07-29,2,0,2,92,0,1,5,4
0,0,7920415,2963499,2022-08-08,2032-01-12,1,0,7,74,0,1,4,2
3,1,5788097,2332594,2023-03-09,2031-12-15,2,0,5,100,0,1,5,4
1,1,8949254,7764046,2024-10-10,2026-08-08,3,0,1,60,0,0,5,4
5,7,1116415,36608,2024-10-15,2033-08-06,0,0,3,56,0,0,5,4
4,5,4615734,2804614,2022-02-07,2029-10-23,0,0,4,86,0,0,0,1
3,3,2826547,2722986,2022-08-05,2028-05-01,0,0,6,100,0,0,2,2
5,3,3140434,2718847,2021-11-24,2033-04-06,0,0,8,52,0,0,3,3
4,7,8705122,3998047,2023-04-16,2026-01-13,2,0,3,61,0,0,5,4
1,1,1814327,381107,2020-10-02,2035-01-30,2,0,8,95,0,0,5,4
1,1,4024639,3347954,2023-03-14,2031-10-28,0,0,6,51,0,0,5,4
2,1,8575483,7884401,2023-06-21,2029-08-19,0,0,6,96,0,0,5,4
0,1,9904312,1876761,2022-12-31,2029-12-10,0,0,10,77,0,0,3,3
0,1,5324977,1457500,2021-07-01,2028-02-13,0,0,6,77,0,0,5,4
0,6,2293579,105843,2021-03-28,2027-06-11,1,1,1,88,0,0,5,4
3,4,5020848,3494614,2022-09-14,2034-03-23,2,0,1,51,0,0,5,4
3,0,9108075,2301101,2020-09-16,2026-06-08,0,0,4,65,0,0,5,4
4,1,4259510,2951786,2021-07-28,2029-04-01,2,0,0,52,0,0,5,4
5,4,4938506,132136,2024-06-04,2027-09-12,3,0,3,69,0,0,5,4
5,4,3972641,823909,2021-06-22,2027-03-20,3,0,9,74,0,1,5,4
2,1,1905230,687994,2022-04-10,2026-06-09,2,0,1,73,0,0,3,3
2,7,3131990,2252675,2021-07-12,2032-06-26,0,0,9,73,0,0,5,4
4,5,5455306,1844849,2020-05-05,2031-03-13,0,0,9,66,0,0,5,4
3,2,182579,57190,2024-08-07,2034-04-13,0,0,4,50,0,0,5,4
4,4,8581812,300520,2020-04-16,2034-04-17,1,0,10,92,0,0,5,4
3,3,7404839,2123582,2024-06-11,2029-07-19,3,0,9,90,0,0,5,4
2,5,2794730,449554,2021-12-14,2034-01-18,3,1,0,100,0,0,5,4
0,5,6919753,3343425,2021-12-03,2027-09-24,2,0,0,71,0,1,5,4
5,0,9277742,7354139,2022-12-12,2027-02-18,3,0,9,95,0,1,5,4
2,4,3014106,2950191,2020-11-04,2029-07-11,3,0,2,98,0,0,5,4
0,0,5987818,4454631,2020-04-26,2028-09-19,2,0,5,80,0,0,5,4
2,1,8952382,5483750,2023-04-23,2026-07-24,1,0,9,78,0,0,5,4
0,6,2075730,1014276,2022-01-18,2029-02-07,3,0,2,91,1,0,4,3
3,4,9659557,4617116,2021-03-28,2034-03-05,3,0,1,65,0,0,1,0
0,7,8868241,2715259,2021-03-17,2034-05-01,2,0,3,70,0,0,5,4
5,0,1873705,129264,2023-06-29,2026-02-14,0,0,4,50,1,0,5,4
5,7,1009422,658721,2024-05-28,2029-07-20,1,1,5,91,0,0,5,4
1,7,121462,15196,2023-11-18,2026-11-01,2,0,5,84,1,0,5,4
4,4,7567808,6446492,2022-02-18,2034-09-16,2,0,8,79,0,0,5,4
0,6,9315716,5883203,2024-05-28,2031-12-09,1,0,6,57,0,0,5,4
5,3,6174351,5274944,2021-05-12,2030-02-25,0,0,9,70,0,0,5,4
0,1,674574,536634,2020-06-21,2026-10-02,1,0,0,66,0,0,5,4
5,5,2058279,391512,2024-07-10,2028-01-21,2,0,8,55,0,0,5,4
0,6,3060414,2000464,2023-06-06,2031-04-10,1,0,1,56,0,1,5,4
5,7,539832,482702,2023-03-10,2030-09-07,2,0,5,84,1,0,5,4
2,3,7968612,1247072,2024-10-07,2032-06-16,0,0,7,70,0,1,1,0
5,1,3836393,528604,2021-06-15,2031-10-11,1,0,1,56,0,0,5,4
2,2,1323630,369681,2024-08-22,2030-11-30,3,0,6,71,0,0,5,4
0,3,1789891,1241121,2021-04-06,2030-06-14,0,0,0,51,0,0,1,0
5,6,8798719,3564834,2023-08-14,2028-07-27,0,0,2,56,0,1,5,4
3,1,419566,183623,2022-02-12,2033-09-26,2,0,0,74,0,0,5,4
3,6,4411239,528940,2023-08-01,2027-03-30,2,0,3,77,0,0,5,4
1,7,8103928,441920,2024-01-02,2027-05-29,3,0,3,65,0,0,0,2
3,6,4725865,4312608,2020-07-01,2027-03-03,0,0,3,57,0,0,5,4
5,6,9719422,6872932,2020-06-09,2029-10-27,1,0,2,52,0,0,5,4
3,3,6726791,2163947,2023-08-11,2031-09-11,0,0,0,70,0,0,5,4
1,5,7456652,5214970,2024-04-24,2031-04-20,2,0,10,94,0,0,2,2
2,6,6029539,610955,2021-07-15,2034-10-16,0,0,1,93,0,1,5,4
4,3,4383058,2313058,2022-01-14,2032-01-27,2,0,0,87,0,0,5,4
5,7,6577463,1841182,2020-08-06,2034-10-07,1,0,0,52,0,0,5,4
1,7,1839742,1498227,2023-12-20,2027-06-08,3,0,9,70,0,0,5,4
4,5,5155162,3943310,2021-09-23,2025-12-03,3,0,8,67,0,0,4,2
4,1,5562520,4894999,2024-10-30,2027-07-07,3,0,4,62,0,0,5,4
1,0,8458234,4807274,2022-08-28,2032-08-23,3,0,10,99,0,0,4,2
1,4,1426283,467145,2022-08-31,2026-06-28,0,0,4,75,0,0,3,2
5,4,9050107,3116670,2022-07-28,2032-08-19,1,0,5,96,0,1,5,4
1,3,3208830,2722606,2021-04-22,2029-03-07,1,0,0,75,0,1,4,0
0,1,2474486,780029,2020-08-18,2032-05-25,3,0,8,82,0,0,5,4
4,1,9096103,1159035,2022-04-24,2029-11-05,2,0,1,100,0,0,4,2
0,6,8619932,8595298,2021-08-12,2026-06-17,2,0,7,91,0,0,1,0
1,0,7475568,7339491,2022-04-04,2027-05-06,0,0,7,89,0,1,0,1
5,3,2123925,568574,2025-02-06,2033-04-11,1,0,10,50,0,1,0,2
3,5,2648110,1434089,2025-01-03,2028-11-12,2,0,2,62,0,0,5,4
4,5,7248795,2148063,2024-08-30,2033-01-31,1,0,9,78,0,0,0,0
1,2,135301,10859,2021-02-25,2025-10-06,2,0,7,82,0,0,5,4
4,4,2922454,158887,2023-10-07,2025-12-08,0,0,0,74,0,1,5,4
3,7,666709,539829,2023-07-03,2027-06-29,1,0,3,60,0,1,5,4
0,6,6687708,3300338,2022-08-08,2025-09-13,3,0,0,99,0,0,5,4
3,3,8499881,6651587,2021-08-20,2034-10-14,1,0,7,50,0,0,5,4
2,0,9533122,4880180,2021-04-12,2028-10-08,2,0,5,94,0,0,5,4
4,1,3421258,360323,2022-12-31,2030-12-24,1,0,10,93,1,0,1,3
5,4,9302952,4704786,2020-12-31,2028-06-16,0,0,3,59,0,0,4,2
1,7,9264032,1729917,2023-11-19,2033-02-06,0,0,0,92,0,0,1,3
4,5,3074835,2809142,2021-10-02,2032-03-31,3,0,8,53,0,1,1,2
1,5,9501896,6650969,2020-08-05,2025-05-20,1,0,7,99,0,0,5,4
4,7,8940734,5464337,2021-12-13,2028-05-13,1,0,9,52,0,0,0,0
1,6,1679620,13221,2024-12-15,2033-10-23,2,0,10,79,0,0,5,4
1,6,1360267,743815,2025-01-31,2030-05-20,1,0,0,69,0,0,5,4
0,2,4446749,3231235,2024-02-07,2030-10-11,0,0,3,58,0,0,1,2
2,5,9066030,6860381,2023-04-18,2026-01-26,0,0,1,52,0,0,5,4
5,1,3547270,1454555,2024-01-28,2026-07-23,0,0,6,100,0,0,5,4
2,5,6138899,2769578,2022-07-03,2034-10-30,3,0,0,55,0,0,5,4
3,1,7422359,681513,2022-07-27,2034-09-28,1,0,5,52,0,0,5,4
1,2,2896681,1158229,2020-08-02,2028-01-23,1,0,8,86,0,0,5,4
5,1,2064332,559642,2020-07-27,2030-12-13,3,0,10,67,0,0,3,1
1,6,7064303,1404773,2020-07-03,2028-03-11,1,0,6,71,0,0,5,4
4,2,2608917,359476,2022-04-15,2026-03-07,2,0,4,91,0,1,4,2
5,7,2140664,1196116,2023-07-15,2026-02-23,2,0,6,89,0,0,5,4
0,3,8298700,1151073,2024-11-29,2035-02-17,2,0,7,66,0,0,5,4
1,5,6920999,1778048,2024-08-13,2031-06-27,0,1,9,91,0,1,5,4
5,5,563635,83013,2025-01-03,2028-01-02,2,0,0,86,0,0,5,4
4,2,8282181,6263661,2024-08-13,2029-05-17,0,0,10,80,0,0,5,4
2,5,1953794,381109,2022-01-07,2027-03-11,0,0,7,79,0,0,5,4
3,6,9538061,527021,2023-10-31,2025-12-07,0,0,7,65,0,0,5,4
4,6,3349377,2181718,2023-12-04,2027-10-25,1,0,9,66,0,0,5,4
4,6,8700450,6931595,2022-08-12,2033-08-29,1,0,10,54,1,1,0,3
3,7,2468740,833085,2021-03-05,2027-05-20,1,0,2,79,0,0,2,2
5,7,3768966,3230828,2024-10-08,2031-03-27,0,0,4,85,0,0,0,0
2,0,8399656,7473813,2025-03-15,2034-04-10,1,1,2,92,0,0,5,4
4,3,3787281,2449730,2024-05-09,2031-07-12,1,0,1,82,0,0,5,4
3,1,56133,32202,2024-03-23,2030-02-27,2,0,9,71,0,0,5,4
3,5,4287567,1754555,2024-10-19,2033-03-27,1,0,1,71,0,0,5,4
1,1,5440960,5390580,2021-02-18,2027-04-06,1,0,8,86,0,0,5,4
4,3,6063225,5848203,2021-05-04,2027-05-25,2,0,2,72,0,0,5,4
4,5,1096979,331146,2021-04-03,2034-04-03,2,0,1,63,0,0,4,1
4,5,2263158,277560,2024-10-31,2030-04-02,1,0,1,89,0,0,2,3
0,0,5866478,4313183,2022-08-17,2032-12-12,2,0,0,96,0,0,3,1
5,2,4539038,4056883,2022-08-21,2028-08-11,2,0,1,98,0,0,2,0
5,2,3429150,1816795,2021-01-30,2026-06-20,1,0,8,59,0,0,5,4
4,0,5756515,2006956,2025-03-17,2027-11-22,1,0,6,74,0,0,1,0
5,6,8626135,6936097,2024-08-20,2034-03-08,1,1,8,82,0,0,5,4
4,3,1925628,899160,2022-05-01,2025-10-15,2,1,8,55,0,0,5,4
1,1,344497,274758,2024-01-06,2025-04-12,2,1,6,57,0,0,5,4
4,4,4186008,1394981,2023-09-18,2033-06-23,3,1,6,94,0,0,5,4
4,4,529606,29487,2022-10-19,2027-10-14,0,0,5,85,0,0,5,4
0,2,9857594,6389125,2024-07-14,2033-04-22,1,0,2,72,0,0,3,0
1,4,7972500,1015838,2022-06-13,2028-01-26,3,0,0,51,0,0,5,4
5,0,2819143,77566,2020-08-15,2028-06-16,0,0,2,83,0,1,5,4
0,4,8256699,8102419,2022-11-29,2033-05-01,0,0,9,80,0,0,5,4
0,0,6375346,5751190,2024-04-07,2033-08-04,2,0,5,88,0,0,5,4
2,2,7850795,6158175,2020-05-23,2029-12-01,0,0,2,74,1,0,5,4
1,1,3301654,3234089,2024-03-19,2034-07-30,0,0,8,54,0,0,5,4
0,3,7016926,6424135,2022-03-16,2033-12-11,3,0,3,66,0,0,0,0
4,3,7628955,3024364,2022-11-24,2028-03-18,3,0,1,91,0,0,5,4
4,4,7868466,3716987,2022-01-30,2030-02-18,3,0,5,61,0,1,3,2
3,0,1329924,54004,2022-09-04,2032-08-26,1,0,1,64,0,0,1,0
4,7,5466268,4133991,2021-12-17,2025-09-15,1,1,7,68,0,0,5,4
0,0,9037222,7944403,2021-05-14,2025-06-15,2,0,10,82,0,0,5,4
0,3,1454085,649668,2023-09-18,2027-03-15,2,0,9,80,0,0,5,4
5,6,2236305,134481,2022-01-01,2030-12-12,3,0,2,76,0,0,5,4
1,5,5705202,2800251,2020-07-26,2028-08-17,3,0,0,87,0,0,5,4
5,3,1737381,1516150,2023-12-19,2034-11-13,3,0,10,70,0,0,5,4
1,5,5347356,2910638,2023-02-10,2026-11-21,2,0,9,60,0,0,5,4
5,3,4761969,4532894,2023-05-12,2026-04-28,3,0,5,59,0,0,5,4
2,0,1586960,387504,2021-02-17,2025-04-24,3,0,1,74,0,0,5,4
4,5,747630,61590,2022-03-02,2029-10-08,1,0,2,69,0,0,0,1
2,3,6749859,1498236,2022-12-25,2031-12-03,1,1,4,78,0,1,5,4
5,4,2801885,1372529,2024-05-14,2033-07-08,3,0,4,85,0,0,5,4
4,0,7520304,3013741,2021-03-18,2028-03-04,0,0,5,69,1,0,4,1
1,7,6918388,5375875,2021-01-09,2034-12-10,1,1,5,95,0,1,5,4
1,7,1160770,577464,2021-02-06,2028-07-12,0,0,5,89,1,1,5,4
5,3,9209354,5306734,2020-08-14,2031-11-30,3,0,2,61,0,0,4,3
2,4,459127,153720,2020-12-30,2028-03-01,3,0,8,52,0,1,5,4
5,4,8943138,808265,2023-10-24,2027-10-15,2,0,6,82,0,0,5,4
5,7,8092723,7772198,2022-11-16,2028-04-17,1,0,7,92,0,0,5,4
4,4,5149601,1331659,2022-02-28,2027-02-28,2,0,0,58,0,0,5,4
5,2,3142944,1383816,2020-04-07,2032-10-09,3,0,4,59,0,0,5,4
1,7,5076094,2627719,2022-07-25,2025-11-25,2,0,1,86,0,0,5,4
3,6,734839,203911,2023-04-14,2027-10-26,3,0,6,61,0,0,3,2
5,4,4682294,2465844,2023-06-01,2032-10-13,1,0,7,95,0,0,5,4
3,1,3793545,1618359,2021-06-18,2032-05-22,1,0,10,59,1,0,4,3
5,4,9551147,7909919,2024-01-13,2028-12-20,3,0,0,53,0,1,5,4
2,2,7546344,3110488,2021-05-24,2028-11-10,2,0,7,50,0,0,5,4
2,3,541380,492576,2020-04-29,2034-11-10,2,0,5,68,0,0,1,2
3,1,8910445,3526714,2024-02-14,2033-12-28,2,0,2,75,0,0,5,4
2,1,2274493,968418,2020-09-24,2027-07-03,1,0,10,52,0,1,5,4
3,1,8608585,6721972,2022-12-24,2035-01-16,0,0,9,81,0,0,2,2
3,7,1181103,222815,2021-12-29,2025-04-05,2,1,1,62,0,0,5,4
0,3,8995654,8129268,2021-08-04,2029-06-07,0,0,7,79,0,0,3,0
4,2,1544567,34458,2022-07-19,2027-06-03,2,0,3,64,0,1,5,4
0,5,2668859,268879,2025-03-15,2026-09-16,0,1,7,51,0,0,5,4
3,5,113881,31024,2021-02-03,2033-01-27,0,1,3,61,0,0,5,4
0,2,2971423,1874275,2022-07-28,2035-02-13,0,0,6,68,0,0,3,0
5,5,8830292,4820233,2023-11-30,2029-08-24,0,0,9,57,0,1,5,4
3,1,9064099,5617335,2024-12-07,2034-04-07,3,0,2,56,0,0,5,4
3,7,6978719,646770,2023-12-14,2028-11-05,3,0,3,68,0,0,2,0
4,5,147623,122347,2023-05-01,2031-05-30,2,0,9,59,0,0,5,4
0,4,5038798,4192041,2020-11-19,2027-01-26,3,0,6,64,0,0,5,4
4,1,6842650,2464369,2023-07-27,2033-06-24,2,1,9,98,0,0,5,4
4,6,5852110,1900169,2022-09-12,2029-02-22,1,0,10,70,0,0,5,4
2,0,7620740,6568431,2023-03-10,2031-08-10,3,0,3,76,0,1,5,4
5,0,5250945,505180,2023-11-10,2028-07-26,3,0,2,86,0,0,5,4
3,1,6434081,1422745,2025-02-04,2026-04-16,2,0,6,83,0,0,2,1
3,6,6792384,5718530,2024-01-07,2034-07-27,3,0,2,95,0,0,5,4
1,3,3517561,86623,2023-05-21,2030-06-14,0,0,6,100,0,0,5,4
5,7,855539,86242,2023-11-07,2027-03-11,3,0,1,82,1,0,5,4
1,6,7027073,5949390,2024-09-16,2030-12-10,1,1,8,84,0,1,5,4
2,5,5856937,1913862,2025-02-26,2029-09-09,1,0,2,90,0,0,1,2
2,6,1983355,1311225,2021-03-15,2031-10-19,0,0,0,63,0,0,3,2
0,5,1745425,432311,2023-09-22,2032-10-29,0,0,4,65,0,0,2,0
4,4,1737490,1400021,2021-03-24,2026-10-24,2,0,5,66,0,0,5,4
1,1,9757746,2968230,2022-03-09,2032-08-07,0,0,5,51,0,0,5,4
2,6,1344193,139072,2023-11-17,2026-12-18,1,0,3,98,0,0,5,4
3,0,3929435,116058,2023-03-17,2029-07-08,3,1,8,60,0,0,5,4
0,6,6484769,4278640,2024-07-09,2027-03-22,3,0,6,86,0,0,4,3
2,0,5861208,1786946,2020-08-24,2029-04-04,3,0,5,64,0,0,5,4
5,4,3541719,3469401,2024-05-25,2034-04-18,1,0,2,66,0,1,4,1
1,0,2020587,1109804,2022-05-22,2030-11-13,1,0,5,81,0,0,5,4
0,6,1467625,1092598,2023-05-17,2026-02-20,3,0,9,64,1,0,2,3
5,2,6198483,703037,2023-07-19,2028-07-31,3,0,2,87,0,0,5,4
4,0,4460611,2764149,2021-10-22,2028-02-14,1,0,0,53,0,0,5,4
0,2,4408034,1029612,2020-11-18,2027-02-06,3,0,9,69,0,0,5,4
4,3,8513951,1643787,2022-11-22,2034-01-28,0,0,3,81,0,0,5,4
0,6,7576908,3642537,2021-03-28,2025-12-16,3,0,4,51,0,0,5,4
0,1,3935199,1545067,2022-04-21,2032-09-09,0,0,4,96,0,0,5,4
0,3,1845775,1416694,2024-07-08,2029-10-01,2,0,4,69,0,0,0,0
2,1,7454096,2517388,2023-07-05,2028-12-22,3,0,0,56,0,0,5,4
5,4,1967124,830741,2022-02-16,2028-01-30,2,0,9,59,1,0,1,0
1,1,2871680,1235911,2021-03-01,2032-12-26,3,0,7,69,0,1,0,3
3,1,9419829,7473665,2023-03-30,2031-08-26,3,0,10,79,0,0,2,0
5,6,9218756,4010037,2020-07-08,2026-11-29,3,0,1,79,0,0,5,4
2,0,8131049,2614637,2021-09-24,2029-09-26,0,0,4,51,0,0,3,1
4,4,2696885,470611,2021-04-19,2034-09-29,2,0,2,87,0,0,5,4
0,2,6480945,4622128,2021-05-11,2032-11-25,1,0,5,66,0,0,5,4
2,7,5574942,1475550,2022-07-30,2033-02-21,2,0,5,60,0,0,5,4
1,6,5831847,1927966,2021-08-18,2028-03-27,1,0,2,68,0,0,5,4
3,5,5060838,4370135,2020-09-01,2032-11-27,1,1,4,95,0,0,0,0
0,6,3592688,134190,2024-06-12,2032-05-28,1,0,5,66,0,0,1,2
0,1,7559544,1120592,2022-09-05,2032-11-02,3,0,9,54,0,0,5,4
1,1,270006,184362,2024-11-10,2030-11-03,2,1,4,87,0,0,5,4
1,2,5748214,5277973,2020-05-21,2033-04-24,3,0,8,58,0,0,5,4
2,3,8014951,7323023,2021-09-28,2026-01-30,3,0,0,74,0,0,5,4
4,2,7675080,5942970,2022-01-16,2026-11-01,0,0,9,67,0,1,5,4
0,6,2043935,199882,2020-05-30,2030-02-08,2,0,1,100,0,0,5,4
2,5,9540121,7739606,2024-09-22,2030-12-19,0,1,1,97,0,0,1,2
0,5,2826581,1143641,2023-11-20,2029-09-30,3,0,5,98,0,0,5,4
1,2,3080236,2524377,2023-12-06,2026-03-15,0,0,6,88,0,0,5,4
3,2,233929,119132,2022-06-25,2030-01-18,3,1,1,92,0,0,5,4
4,7,7624542,7599197,2025-01-27,2032-01-14,1,0,0,74,0,0,1,3
5,2,4480538,3469657,2022-07-10,2032-01-24,2,0,7,53,0,0,1,0
2,1,991799,511531,2020-04-05,2030-10-15,2,0,6,89,0,0,5,4
1,3,1757325,1102840,2021-04-29,2034-03-07,0,0,6,97,0,0,5,4
2,7,5773727,2944569,2022-10-22,2029-12-09,1,0,9,98,0,0,5,4
0,2,6795277,6232939,2023-07-08,2030-11-20,1,0,4,87,0,0,5,4
5,6,2093476,1472750,2023-09-16,2027-04-11,0,0,9,51,0,0,5,4
1,4,7438895,6672738,2022-11-23,2034-03-08,1,0,3,63,1,0,5,4
5,4,3986652,2488350,2022-06-26,2028-07-30,2,0,10,67,0,0,5,4
1,4,1164170,956011,2024-09-10,2035-02-14,1,0,7,69,0,0,5,4
4,7,9939431,2758114,2022-11-05,2034-11-26,2,0,5,51,0,0,1,0
0,6,4983235,4030007,2021-03-23,2034-02-04,3,0,6,75,0,1,0,2
5,6,6408452,851712,2021-09-01,2026-04-30,2,0,1,74,0,0,5,4
5,4,2047561,1643035,2024-02-14,2032-08-31,2,0,4,82,0,0,3,1
5,4,4141469,482601,2020-06-07,2031-04-27,3,0,10,74,0,0,1,3
2,5,9214291,2982296,2020-12-06,2032-09-07,0,0,10,85,0,0,5,4
2,2,5238822,313593,2021-02-08,2029-10-06,3,0,8,54,0,1,5,4
4,5,8817754,35542,2023-01-19,2031-03-14,3,1,10,72,0,0,5,4
2,4,502724,85752,2023-09-13,2027-05-19,0,0,3,85,0,0,1,3
2,2,4619805,1325623,2024-03-10,2027-10-22,1,0,2,98,0,0,5,4
0,5,1546656,585965,2020-06-02,2026-03-20,2,0,3,89,0,0,2,3
1,2,7254187,1900717,2021-02-28,2034-09-20,3,0,5,61,0,0,5,4
5,3,8310990,7439595,2022-02-28,2030-08-21,3,0,5,77,0,1,4,0
1,3,2117457,1577054,2024-04-07,2026-03-06,1,0,6,73,0,0,5,4
0,4,9045822,4195885,2022-03-06,2031-06-09,2,0,9,68,0,0,5,4
0,0,3129811,2889463,2022-03-05,2033-07-19,3,1,0,70,0,0,3,1
2,2,1374041,1251897,2020-05-17,2026-02-16,0,0,1,51,0,0,5,4
1,2,2059484,280742,2023-10-15,2034-08-02,3,0,9,50,0,0,5,4
2,5,3213829,360617,2023-06-24,2028-03-02,3,1,0,81,0,0,5,4
2,7,3531567,1993940,2020-07-06,2030-09-19,2,1,5,66,1,0,5,4
2,0,8661147,3116351,2021-07-20,2026-08-24,2,1,5,75,1,0,5,4
5,3,1324756,82327,2024-08-02,2032-12-31,2,0,0,77,0,1,5,4
5,5,8297368,6017168,2022-03-20,2025-10-01,2,0,4,83,1,0,3,1
0,5,8829033,3853122,2023-12-05,2027-02-23,0,0,9,74,0,0,2,0
3,2,5123736,102495,2021-05-22,2029-03-09,0,0,5,89,0,1,5,4
4,6,8766715,6391021,2023-10-03,2028-01-05,2,0,0,76,0,0,2,2
4,2,7347356,4125100,2022-08-13,2032-04-25,0,0,6,62,0,0,5,4
5,1,9373824,8397715,2023-11-17,2026-04-03,1,0,7,77,0,0,5,4
3,2,8909536,6375407,2021-12-26,2033-07-16,0,0,6,94,0,0,5,4
2,0,3183367,1843541,2021-12-31,2035-01-15,3,0,10,51,0,0,5,4
2,6,255414,61093,2022-08-31,2028-06-16,1,0,2,67,0,0,5,4
4,7,9681267,4938555,2022-09-07,2030-12-05,2,0,2,78,0,0,1,3
4,5,4742423,3100354,2022-11-11,2026-07-22,2,0,5,100,0,0,5,4
0,4,3409056,2975163,2022-05-29,2034-06-17,2,0,1,87,0,0,5,4
4,1,1053878,161682,2024-06-11,2031-07-02,0,1,10,52,0,0,2,3
3,7,3990552,3672130,2023-10-18,2030-07-16,1,0,3,86,0,0,5,4
4,7,2909200,891633,2022-04-23,2035-02-20,1,0,5,50,0,0,5,4
2,5,3438152,952623,2024-05-16,2032-08-07,1,0,9,86,0,0,5,4
2,5,7440371,721411,2022-04-13,2032-10-17,2,0,7,96,1,0,4,2
3,6,1103998,31422,2022-11-24,2035-01-09,0,0,0,52,0,0,5,4
3,7,2105834,1144980,2023-06-23,2032-03-20,3,0,4,92,0,0,5,4
